,Compound,Date,Negative,Neutral,Positive,Tweets Ago
250,-0.5994,Sun Apr 08 04:02:11 +0000 2018,0.598,0.279,0.124,251
251,0.3182,Sun Apr 08 04:02:10 +0000 2018,0.813,0.0,0.187,252
252,0.0,Sun Apr 08 04:02:10 +0000 2018,1.0,0.0,0.0,253
253,0.0,Sun Apr 08 04:02:10 +0000 2018,1.0,0.0,0.0,254
254,0.9313,Sun Apr 08 04:02:10 +0000 2018,0.59,0.0,0.41,255
255,0.6369,Sun Apr 08 04:02:09 +0000 2018,0.802,0.0,0.198,256
256,0.0,Sun Apr 08 04:02:08 +0000 2018,1.0,0.0,0.0,257
257,-0.25,Sun Apr 08 04:02:07 +0000 2018,0.895,0.105,0.0,258
258,0.6369,Sun Apr 08 04:02:07 +0000 2018,0.846,0.0,0.154,259
259,-0.8822,Sun Apr 08 04:02:07 +0000 2018,0.647,0.353,0.0,260
260,0.5994,Sun Apr 08 04:02:07 +0000 2018,0.671,0.0,0.329,261
261,0.0,Sun Apr 08 04:02:06 +0000 2018,1.0,0.0,0.0,262
262,-0.7128,Sun Apr 08 04:02:06 +0000 2018,0.78,0.22,0.0,263
263,-0.34,Sun Apr 08 04:02:06 +0000 2018,0.893,0.107,0.0,264
264,0.7096,Sun Apr 08 04:02:05 +0000 2018,0.629,0.0,0.371,265
265,0.4019,Sun Apr 08 04:02:05 +0000 2018,0.824,0.0,0.176,266
266,0.3007,Sun Apr 08 04:02:04 +0000 2018,0.863,0.0,0.137,267
267,0.0,Sun Apr 08 04:02:03 +0000 2018,1.0,0.0,0.0,268
268,-0.7093,Sun Apr 08 04:02:03 +0000 2018,0.763,0.237,0.0,269
269,0.2023,Sun Apr 08 04:02:02 +0000 2018,0.792,0.088,0.121,270
270,0.0,Sun Apr 08 04:02:01 +0000 2018,1.0,0.0,0.0,271
271,0.2023,Sun Apr 08 04:01:59 +0000 2018,0.924,0.0,0.076,272
272,0.7501,Sun Apr 08 04:01:59 +0000 2018,0.715,0.0,0.285,273
273,0.0,Sun Apr 08 04:01:59 +0000 2018,1.0,0.0,0.0,274
274,-0.2235,Sun Apr 08 04:01:59 +0000 2018,0.905,0.095,0.0,275
275,0.0,Sun Apr 08 04:01:58 +0000 2018,1.0,0.0,0.0,276
276,0.0,Sun Apr 08 04:01:58 +0000 2018,1.0,0.0,0.0,277
277,0.0,Sun Apr 08 04:01:57 +0000 2018,1.0,0.0,0.0,278
278,-0.765,Sun Apr 08 04:01:57 +0000 2018,0.742,0.258,0.0,279
279,0.3612,Sun Apr 08 04:01:57 +0000 2018,0.848,0.0,0.152,280
280,0.0,Sun Apr 08 04:01:56 +0000 2018,1.0,0.0,0.0,281
281,0.0,Sun Apr 08 04:01:56 +0000 2018,1.0,0.0,0.0,282
282,-0.802,Sun Apr 08 04:01:56 +0000 2018,0.635,0.365,0.0,283
283,0.0,Sun Apr 08 04:01:55 +0000 2018,1.0,0.0,0.0,284
284,-0.4404,Sun Apr 08 04:01:55 +0000 2018,0.719,0.281,0.0,285
285,0.3182,Sun Apr 08 04:01:54 +0000 2018,0.901,0.0,0.099,286
286,0.0,Sun Apr 08 04:01:53 +0000 2018,1.0,0.0,0.0,287
287,-0.8851,Sun Apr 08 04:01:53 +0000 2018,0.647,0.353,0.0,288
288,-0.1779,Sun Apr 08 04:01:52 +0000 2018,0.807,0.109,0.084,289
289,-0.8316,Sun Apr 08 04:01:51 +0000 2018,0.738,0.262,0.0,290
290,0.0,Sun Apr 08 04:01:50 +0000 2018,1.0,0.0,0.0,291
291,0.0,Sun Apr 08 04:01:50 +0000 2018,1.0,0.0,0.0,292
292,-0.4215,Sun Apr 08 04:01:49 +0000 2018,0.882,0.118,0.0,293
293,0.0,Sun Apr 08 04:01:49 +0000 2018,1.0,0.0,0.0,294
294,-0.3182,Sun Apr 08 04:01:48 +0000 2018,0.588,0.294,0.118,295
295,0.128,Sun Apr 08 04:01:48 +0000 2018,0.795,0.092,0.113,296
296,-0.8851,Sun Apr 08 04:01:48 +0000 2018,0.647,0.353,0.0,297
297,0.0,Sun Apr 08 04:01:47 +0000 2018,1.0,0.0,0.0,298
298,0.0,Sun Apr 08 04:01:47 +0000 2018,1.0,0.0,0.0,299
299,-0.2023,Sun Apr 08 04:01:45 +0000 2018,0.739,0.144,0.116,300
300,0.0,Sun Apr 08 04:02:36 +0000 2018,1.0,0.0,0.0,301
301,0.0,Sun Apr 08 04:02:36 +0000 2018,1.0,0.0,0.0,302
302,0.7712,Sun Apr 08 04:02:35 +0000 2018,0.662,0.07,0.268,303
303,-0.4404,Sun Apr 08 04:02:34 +0000 2018,0.868,0.132,0.0,304
304,-0.296,Sun Apr 08 04:02:33 +0000 2018,0.916,0.084,0.0,305
305,-0.296,Sun Apr 08 04:02:32 +0000 2018,0.845,0.155,0.0,306
306,-0.5267,Sun Apr 08 04:02:32 +0000 2018,0.794,0.206,0.0,307
307,0.0,Sun Apr 08 04:02:31 +0000 2018,1.0,0.0,0.0,308
308,0.0,Sun Apr 08 04:02:30 +0000 2018,1.0,0.0,0.0,309
309,0.0,Sun Apr 08 04:02:29 +0000 2018,1.0,0.0,0.0,310
310,0.0,Sun Apr 08 04:02:29 +0000 2018,1.0,0.0,0.0,311
311,0.4939,Sun Apr 08 04:02:29 +0000 2018,0.819,0.0,0.181,312
312,0.0,Sun Apr 08 04:02:28 +0000 2018,1.0,0.0,0.0,313
313,0.0,Sun Apr 08 04:02:28 +0000 2018,1.0,0.0,0.0,314
314,-0.5994,Sun Apr 08 04:02:27 +0000 2018,0.741,0.259,0.0,315
315,0.5267,Sun Apr 08 04:02:24 +0000 2018,0.784,0.0,0.216,316
316,-0.1695,Sun Apr 08 04:02:22 +0000 2018,0.932,0.068,0.0,317
317,0.0,Sun Apr 08 04:02:22 +0000 2018,1.0,0.0,0.0,318
318,0.0,Sun Apr 08 04:02:19 +0000 2018,1.0,0.0,0.0,319
319,0.0,Sun Apr 08 04:02:19 +0000 2018,1.0,0.0,0.0,320
320,0.0,Sun Apr 08 04:02:17 +0000 2018,1.0,0.0,0.0,321
321,0.0,Sun Apr 08 04:02:17 +0000 2018,1.0,0.0,0.0,322
322,0.0,Sun Apr 08 04:02:17 +0000 2018,1.0,0.0,0.0,323
323,0.0,Sun Apr 08 04:02:15 +0000 2018,1.0,0.0,0.0,324
324,0.0,Sun Apr 08 04:02:13 +0000 2018,1.0,0.0,0.0,325
325,-0.3182,Sun Apr 08 04:02:13 +0000 2018,0.909,0.091,0.0,326
326,0.0,Sun Apr 08 04:02:12 +0000 2018,1.0,0.0,0.0,327
327,0.0,Sun Apr 08 04:02:11 +0000 2018,1.0,0.0,0.0,328
328,0.7564,Sun Apr 08 04:02:11 +0000 2018,0.718,0.0,0.282,329
329,0.0,Sun Apr 08 04:02:09 +0000 2018,1.0,0.0,0.0,330
330,0.0,Sun Apr 08 04:02:08 +0000 2018,1.0,0.0,0.0,331
331,0.3612,Sun Apr 08 04:02:08 +0000 2018,0.878,0.0,0.122,332
332,0.6597,Sun Apr 08 04:02:07 +0000 2018,0.822,0.0,0.178,333
333,-0.8822,Sun Apr 08 04:02:07 +0000 2018,0.647,0.353,0.0,334
334,0.0,Sun Apr 08 04:02:06 +0000 2018,1.0,0.0,0.0,335
335,-0.4767,Sun Apr 08 04:02:06 +0000 2018,0.853,0.147,0.0,336
336,0.6597,Sun Apr 08 04:02:06 +0000 2018,0.822,0.0,0.178,337
337,0.0,Sun Apr 08 04:02:05 +0000 2018,1.0,0.0,0.0,338
338,0.0,Sun Apr 08 04:02:05 +0000 2018,1.0,0.0,0.0,339
339,0.0,Sun Apr 08 04:02:03 +0000 2018,1.0,0.0,0.0,340
340,-0.4404,Sun Apr 08 04:02:03 +0000 2018,0.794,0.206,0.0,341
341,0.0,Sun Apr 08 04:02:03 +0000 2018,1.0,0.0,0.0,342
342,-0.5267,Sun Apr 08 04:02:02 +0000 2018,0.784,0.216,0.0,343
343,0.2584,Sun Apr 08 04:02:02 +0000 2018,0.797,0.0,0.203,344
344,0.0,Sun Apr 08 04:02:01 +0000 2018,1.0,0.0,0.0,345
345,-0.4215,Sun Apr 08 04:02:01 +0000 2018,0.865,0.135,0.0,346
346,0.0,Sun Apr 08 04:02:00 +0000 2018,1.0,0.0,0.0,347
347,-0.5267,Sun Apr 08 04:01:59 +0000 2018,0.761,0.239,0.0,348
348,-0.836,Sun Apr 08 04:01:59 +0000 2018,0.717,0.283,0.0,349
349,0.0,Sun Apr 08 04:01:58 +0000 2018,1.0,0.0,0.0,350
350,0.0,Sun Apr 08 04:01:58 +0000 2018,1.0,0.0,0.0,351
351,0.594,Sun Apr 08 04:01:58 +0000 2018,0.673,0.0,0.327,352
352,0.3612,Sun Apr 08 04:01:57 +0000 2018,0.848,0.0,0.152,353
353,0.0,Sun Apr 08 04:01:56 +0000 2018,1.0,0.0,0.0,354
354,0.4215,Sun Apr 08 04:01:56 +0000 2018,0.865,0.0,0.135,355
355,-0.7242,Sun Apr 08 04:01:56 +0000 2018,0.557,0.342,0.101,356
356,0.0516,Sun Apr 08 04:01:55 +0000 2018,0.78,0.106,0.115,357
357,0.7579,Sun Apr 08 04:01:53 +0000 2018,0.772,0.0,0.228,358
358,0.0,Sun Apr 08 04:01:53 +0000 2018,1.0,0.0,0.0,359
359,0.0,Sun Apr 08 04:01:53 +0000 2018,1.0,0.0,0.0,360
360,0.0,Sun Apr 08 04:01:52 +0000 2018,1.0,0.0,0.0,361
361,-0.4404,Sun Apr 08 04:01:50 +0000 2018,0.794,0.206,0.0,362
362,-0.4215,Sun Apr 08 04:01:49 +0000 2018,0.882,0.118,0.0,363
363,-0.296,Sun Apr 08 04:01:49 +0000 2018,0.901,0.099,0.0,364
364,0.0,Sun Apr 08 04:01:49 +0000 2018,1.0,0.0,0.0,365
365,-0.3612,Sun Apr 08 04:01:48 +0000 2018,0.762,0.238,0.0,366
366,0.7712,Sun Apr 08 04:01:48 +0000 2018,0.662,0.07,0.268,367
367,0.4019,Sun Apr 08 04:01:46 +0000 2018,0.856,0.0,0.144,368
368,0.2263,Sun Apr 08 04:01:44 +0000 2018,0.746,0.095,0.159,369
369,0.0,Sun Apr 08 04:01:44 +0000 2018,1.0,0.0,0.0,370
370,0.0,Sun Apr 08 04:01:40 +0000 2018,1.0,0.0,0.0,371
371,0.5574,Sun Apr 08 04:01:39 +0000 2018,0.508,0.136,0.356,372
372,0.0,Sun Apr 08 04:01:38 +0000 2018,1.0,0.0,0.0,373
373,0.4404,Sun Apr 08 04:01:38 +0000 2018,0.674,0.0,0.326,374
374,-0.4404,Sun Apr 08 04:01:38 +0000 2018,0.794,0.206,0.0,375
375,-0.4404,Sun Apr 08 04:01:37 +0000 2018,0.794,0.206,0.0,376
376,-0.296,Sun Apr 08 04:01:36 +0000 2018,0.872,0.128,0.0,377
377,0.4404,Sun Apr 08 04:01:36 +0000 2018,0.873,0.0,0.127,378
378,0.0,Sun Apr 08 04:01:36 +0000 2018,1.0,0.0,0.0,379
379,0.0,Sun Apr 08 04:01:36 +0000 2018,1.0,0.0,0.0,380
380,0.8126,Sun Apr 08 04:01:35 +0000 2018,0.709,0.0,0.291,381
381,0.6597,Sun Apr 08 04:01:35 +0000 2018,0.822,0.0,0.178,382
382,-0.4404,Sun Apr 08 04:01:35 +0000 2018,0.794,0.206,0.0,383
383,0.0,Sun Apr 08 04:01:34 +0000 2018,1.0,0.0,0.0,384
384,0.6705,Sun Apr 08 04:01:33 +0000 2018,0.757,0.0,0.243,385
385,0.4648,Sun Apr 08 04:01:32 +0000 2018,0.879,0.0,0.121,386
386,0.2023,Sun Apr 08 04:01:31 +0000 2018,0.87,0.0,0.13,387
387,0.0,Sun Apr 08 04:01:31 +0000 2018,1.0,0.0,0.0,388
388,-0.4215,Sun Apr 08 04:01:30 +0000 2018,0.843,0.157,0.0,389
389,0.0,Sun Apr 08 04:01:30 +0000 2018,1.0,0.0,0.0,390
390,-0.3612,Sun Apr 08 04:01:27 +0000 2018,0.667,0.333,0.0,391
391,0.3695,Sun Apr 08 04:01:27 +0000 2018,0.901,0.0,0.099,392
392,0.0,Sun Apr 08 04:01:26 +0000 2018,1.0,0.0,0.0,393
393,0.0,Sun Apr 08 04:01:26 +0000 2018,1.0,0.0,0.0,394
394,0.6249,Sun Apr 08 04:01:26 +0000 2018,0.677,0.098,0.225,395
395,0.0,Sun Apr 08 04:01:26 +0000 2018,1.0,0.0,0.0,396
396,0.0,Sun Apr 08 04:01:25 +0000 2018,1.0,0.0,0.0,397
397,0.4404,Sun Apr 08 04:01:25 +0000 2018,0.873,0.0,0.127,398
398,0.0,Sun Apr 08 04:01:24 +0000 2018,1.0,0.0,0.0,399
399,0.0,Sun Apr 08 04:01:23 +0000 2018,1.0,0.0,0.0,400
400,0.0,Sun Apr 08 04:02:37 +0000 2018,1.0,0.0,0.0,401
401,0.0,Sun Apr 08 04:02:37 +0000 2018,1.0,0.0,0.0,402
402,0.6124,Sun Apr 08 04:02:36 +0000 2018,0.844,0.0,0.156,403
403,0.0,Sun Apr 08 04:02:35 +0000 2018,1.0,0.0,0.0,404
404,0.0,Sun Apr 08 04:02:13 +0000 2018,1.0,0.0,0.0,405
405,0.0,Sun Apr 08 04:02:10 +0000 2018,1.0,0.0,0.0,406
406,-0.4767,Sun Apr 08 04:02:06 +0000 2018,0.853,0.147,0.0,407
407,0.0,Sun Apr 08 04:02:01 +0000 2018,1.0,0.0,0.0,408
408,0.0,Sun Apr 08 04:02:00 +0000 2018,1.0,0.0,0.0,409
409,0.0,Sun Apr 08 04:01:59 +0000 2018,1.0,0.0,0.0,410
410,0.0,Sun Apr 08 04:01:53 +0000 2018,1.0,0.0,0.0,411
411,0.0,Sun Apr 08 04:01:51 +0000 2018,1.0,0.0,0.0,412
412,0.765,Sun Apr 08 04:01:51 +0000 2018,0.791,0.0,0.209,413
413,0.4019,Sun Apr 08 04:01:51 +0000 2018,0.838,0.0,0.162,414
414,0.0,Sun Apr 08 04:01:47 +0000 2018,1.0,0.0,0.0,415
415,0.0,Sun Apr 08 04:01:46 +0000 2018,1.0,0.0,0.0,416
416,0.0,Sun Apr 08 04:01:39 +0000 2018,1.0,0.0,0.0,417
417,0.0,Sun Apr 08 04:01:38 +0000 2018,1.0,0.0,0.0,418
418,0.0,Sun Apr 08 04:01:35 +0000 2018,1.0,0.0,0.0,419
419,0.296,Sun Apr 08 04:01:35 +0000 2018,0.879,0.0,0.121,420
420,0.0,Sun Apr 08 04:01:28 +0000 2018,1.0,0.0,0.0,421
421,0.6588,Sun Apr 08 04:01:26 +0000 2018,0.804,0.0,0.196,422
422,0.0,Sun Apr 08 04:01:19 +0000 2018,1.0,0.0,0.0,423
423,0.0,Sun Apr 08 04:01:18 +0000 2018,1.0,0.0,0.0,424
424,0.0,Sun Apr 08 04:01:15 +0000 2018,1.0,0.0,0.0,425
425,-0.296,Sun Apr 08 04:01:11 +0000 2018,0.905,0.095,0.0,426
426,0.0,Sun Apr 08 04:01:06 +0000 2018,1.0,0.0,0.0,427
427,0.1226,Sun Apr 08 04:01:03 +0000 2018,0.728,0.127,0.145,428
428,-0.296,Sun Apr 08 04:00:58 +0000 2018,0.905,0.095,0.0,429
429,0.0,Sun Apr 08 04:00:56 +0000 2018,1.0,0.0,0.0,430
430,0.128,Sun Apr 08 04:00:52 +0000 2018,0.936,0.0,0.064,431
431,0.0,Sun Apr 08 04:00:41 +0000 2018,1.0,0.0,0.0,432
432,0.0,Sun Apr 08 04:00:21 +0000 2018,1.0,0.0,0.0,433
433,0.6124,Sun Apr 08 04:00:17 +0000 2018,0.844,0.0,0.156,434
434,0.0,Sun Apr 08 04:00:16 +0000 2018,1.0,0.0,0.0,435
435,-0.25,Sun Apr 08 04:00:08 +0000 2018,0.92,0.08,0.0,436
436,0.0,Sun Apr 08 04:00:07 +0000 2018,1.0,0.0,0.0,437
437,0.0,Sun Apr 08 04:00:01 +0000 2018,1.0,0.0,0.0,438
438,0.0,Sun Apr 08 04:00:00 +0000 2018,1.0,0.0,0.0,439
439,0.0,Sun Apr 08 03:59:56 +0000 2018,1.0,0.0,0.0,440
440,0.0,Sun Apr 08 03:59:51 +0000 2018,1.0,0.0,0.0,441
441,0.0,Sun Apr 08 03:59:51 +0000 2018,1.0,0.0,0.0,442
442,0.0,Sun Apr 08 03:59:48 +0000 2018,1.0,0.0,0.0,443
443,0.0,Sun Apr 08 03:59:47 +0000 2018,1.0,0.0,0.0,444
444,0.0,Sun Apr 08 03:59:47 +0000 2018,1.0,0.0,0.0,445
445,0.0,Sun Apr 08 03:59:45 +0000 2018,1.0,0.0,0.0,446
446,0.0,Sun Apr 08 03:59:44 +0000 2018,1.0,0.0,0.0,447
447,-0.8402,Sun Apr 08 03:59:42 +0000 2018,0.724,0.276,0.0,448
448,0.0,Sun Apr 08 03:59:40 +0000 2018,1.0,0.0,0.0,449
449,0.0,Sun Apr 08 03:59:37 +0000 2018,1.0,0.0,0.0,450
450,0.0,Sun Apr 08 03:59:36 +0000 2018,1.0,0.0,0.0,451
451,0.0,Sun Apr 08 03:59:35 +0000 2018,1.0,0.0,0.0,452
452,0.0,Sun Apr 08 03:59:29 +0000 2018,1.0,0.0,0.0,453
453,-0.8402,Sun Apr 08 03:59:28 +0000 2018,0.724,0.276,0.0,454
454,0.0,Sun Apr 08 03:59:26 +0000 2018,1.0,0.0,0.0,455
455,0.0,Sun Apr 08 03:59:24 +0000 2018,1.0,0.0,0.0,456
456,0.0,Sun Apr 08 03:59:19 +0000 2018,1.0,0.0,0.0,457
457,0.0,Sun Apr 08 03:59:16 +0000 2018,1.0,0.0,0.0,458
458,0.0,Sun Apr 08 03:59:14 +0000 2018,1.0,0.0,0.0,459
459,0.0,Sun Apr 08 03:59:05 +0000 2018,1.0,0.0,0.0,460
460,0.0,Sun Apr 08 03:58:57 +0000 2018,1.0,0.0,0.0,461
461,0.0,Sun Apr 08 03:58:56 +0000 2018,1.0,0.0,0.0,462
462,0.0,Sun Apr 08 03:58:52 +0000 2018,1.0,0.0,0.0,463
463,0.0,Sun Apr 08 03:58:52 +0000 2018,1.0,0.0,0.0,464
464,0.0,Sun Apr 08 03:58:49 +0000 2018,1.0,0.0,0.0,465
465,0.4404,Sun Apr 08 03:58:45 +0000 2018,0.879,0.0,0.121,466
466,0.0,Sun Apr 08 03:58:41 +0000 2018,1.0,0.0,0.0,467
467,0.0,Sun Apr 08 03:58:37 +0000 2018,1.0,0.0,0.0,468
468,0.0,Sun Apr 08 03:58:32 +0000 2018,1.0,0.0,0.0,469
469,0.0,Sun Apr 08 03:58:31 +0000 2018,1.0,0.0,0.0,470
470,0.0,Sun Apr 08 03:58:27 +0000 2018,1.0,0.0,0.0,471
471,-0.296,Sun Apr 08 03:58:26 +0000 2018,0.913,0.087,0.0,472
472,0.0,Sun Apr 08 03:58:24 +0000 2018,1.0,0.0,0.0,473
473,0.0,Sun Apr 08 03:58:24 +0000 2018,1.0,0.0,0.0,474
474,0.0,Sun Apr 08 03:58:23 +0000 2018,1.0,0.0,0.0,475
475,0.0,Sun Apr 08 03:58:19 +0000 2018,1.0,0.0,0.0,476
476,0.0,Sun Apr 08 03:58:16 +0000 2018,1.0,0.0,0.0,477
477,0.0,Sun Apr 08 03:58:12 +0000 2018,1.0,0.0,0.0,478
478,-0.296,Sun Apr 08 03:58:07 +0000 2018,0.905,0.095,0.0,479
479,0.0,Sun Apr 08 03:58:04 +0000 2018,1.0,0.0,0.0,480
480,0.0,Sun Apr 08 03:58:03 +0000 2018,1.0,0.0,0.0,481
481,0.0,Sun Apr 08 03:58:00 +0000 2018,1.0,0.0,0.0,482
482,0.0,Sun Apr 08 03:57:55 +0000 2018,1.0,0.0,0.0,483
483,0.0,Sun Apr 08 03:57:54 +0000 2018,1.0,0.0,0.0,484
484,-0.296,Sun Apr 08 03:57:52 +0000 2018,0.864,0.136,0.0,485
485,0.0,Sun Apr 08 03:57:44 +0000 2018,1.0,0.0,0.0,486
486,0.0,Sun Apr 08 03:57:43 +0000 2018,1.0,0.0,0.0,487
487,0.0,Sun Apr 08 03:57:41 +0000 2018,1.0,0.0,0.0,488
488,0.0,Sun Apr 08 03:57:40 +0000 2018,1.0,0.0,0.0,489
489,0.0,Sun Apr 08 03:57:39 +0000 2018,1.0,0.0,0.0,490
490,0.0,Sun Apr 08 03:57:39 +0000 2018,1.0,0.0,0.0,491
491,0.0,Sun Apr 08 03:57:38 +0000 2018,1.0,0.0,0.0,492
492,0.0,Sun Apr 08 03:57:38 +0000 2018,1.0,0.0,0.0,493
493,0.5106,Sun Apr 08 03:57:37 +0000 2018,0.87,0.0,0.13,494
494,0.0,Sun Apr 08 03:57:35 +0000 2018,1.0,0.0,0.0,495
495,0.0,Sun Apr 08 03:57:34 +0000 2018,1.0,0.0,0.0,496
496,0.0,Sun Apr 08 03:57:33 +0000 2018,1.0,0.0,0.0,497
497,0.765,Sun Apr 08 03:57:32 +0000 2018,0.791,0.0,0.209,498
498,-0.8402,Sun Apr 08 03:57:28 +0000 2018,0.704,0.296,0.0,499
499,-0.296,Sun Apr 08 03:57:27 +0000 2018,0.905,0.095,0.0,500
